journey_id,annotator,annotation
91145900-5471-11ec-b1dd-8581c31a0ff0,7,Both are the same
512a5c8c-561b-11ec-9565-575feb57ab97,3,They differ
512a5c8c-561b-11ec-9565-575feb57ab97,3,They differ
653121d4-52cb-11ec-b663-3f1c56aaa7b2,6,They differ
69005010-5af8-11ec-8b59-31613ffed960,6,They differ
3fefd43b-59d9-11ec-9f1a-d3d45dee2c0f,2,They differ
14128629-5630-11ec-9df5-43192edbcca7,1,Both are the same
3920277e-5252-11ec-84d0-09be89d6ec57,1,They differ
3791d126-53f3-11ec-ae4c-a3909d26ce52,2,They differ
9e9c7861-5b92-11ec-ba48-594a04a8692a,7,Both are the same
58affee7-5501-11ec-8e1b-8569e8155d1f,7,Both are the same
58affee7-5501-11ec-8e1b-8569e8155d1f,2,Both are the same
8c2ee82d-54b9-11ec-b185-69754fec3b2c,3,They differ
8c2ee82d-54b9-11ec-b185-69754fec3b2c,1,They differ
06156e3a-56c5-11ec-ac4f-ef3f0098066c,3,They differ
06156e3a-56c5-11ec-ac4f-ef3f0098066c,3,They differ
06156e3a-56c5-11ec-ac4f-ef3f0098066c,2,They differ
2b41eacf-5790-11ec-9aa3-c3127587742b,3,I don't know
f1c85fa3-56db-11ec-883b-050d9996c4aa,8,They differ
bfab656a-5c07-11ec-9739-f17d0371a7fa,1,They differ
bfab656a-5c07-11ec-9739-f17d0371a7fa,6,They differ
bfab656a-5c07-11ec-9739-f17d0371a7fa,2,I don't know
fd329e10-52f9-11ec-83f9-e154395dbca1,2,They differ
fd329e10-52f9-11ec-83f9-e154395dbca1,2,They differ
26deaf06-58dc-11ec-be6e-4573f406cf53,6,They differ
8b736512-52a3-11ec-93fa-1d4fb61bd773,1,They differ
1b87c1b7-543e-11ec-a2b1-35300f9020f3,7,They differ
1e7dd17f-5915-11ec-88b7-1dd8b31eaec2,2,Both are the same
68f99b55-52f0-11ec-89d8-09fc0e7c0f23,7,Both are the same
1d81307a-5d34-11ec-87a6-8fe48db54800,1,They differ
1d81307a-5d34-11ec-87a6-8fe48db54800,2,They differ
521f4bb5-56d8-11ec-b12a-23ec41b51cac,2,They differ
521f4bb5-56d8-11ec-b12a-23ec41b51cac,2,They differ
656c36a2-5b4d-11ec-9d78-65eb8bb0a5c2,1,They differ
2e48595a-5452-11ec-92a9-8fff82386ea9,7,Both are the same
2e48595a-5452-11ec-92a9-8fff82386ea9,2,Both are the same
dcf150c2-5503-11ec-8af3-d381d772be70,7,Both are the same
3001244a-5d0a-11ec-be32-bdc66fcb5ada,7,They differ
3001244a-5d0a-11ec-be32-bdc66fcb5ada,6,They differ
9a84a7e4-5520-11ec-aa64-8901c5c45667,2,They differ
e22d1f40-5ae8-11ec-aeea-e7037c8839a5,7,Both are the same
31a5136e-5af2-11ec-9129-fbe81d91e2b2,2,I don't know
b304b0fe-5462-11ec-b8bd-59ba3573138f,7,They differ
4d9a426e-5847-11ec-9e73-85845a6c066e,2,They differ
4d9a426e-5847-11ec-9e73-85845a6c066e,2,They differ
c00c0421-5c98-11ec-a5d4-2d2f003dec01,1,They differ
b594e189-55fe-11ec-b3c4-7fbcbb21bb05,1,They differ
b594e189-55fe-11ec-b3c4-7fbcbb21bb05,8,They differ
1ea60e41-52da-11ec-aad2-c3bfd84e75a2,6,Both are the same
81116a10-5325-11ec-a087-110f316b3c76,7,Both are the same
e15db2fd-5976-11ec-85e3-8be46369af84,3,Both are the same
e15db2fd-5976-11ec-85e3-8be46369af84,8,Both are the same
b5dd84a6-5a08-11ec-ad9e-396ca17656a1,6,Both are the same
b5dd84a6-5a08-11ec-ad9e-396ca17656a1,6,Both are the same
f598e4f6-5c80-11ec-9b79-2db3eeb68197,1,They differ
f598e4f6-5c80-11ec-9b79-2db3eeb68197,1,Both are the same
4ad36bda-5a03-11ec-9c7d-97b19e8b4d9a,2,They differ
6888b476-5438-11ec-a8f5-3f493052f334,1,They differ
0b4f5af8-52de-11ec-89f4-d98456833d76,7,They differ
53455a42-5ae4-11ec-a673-919e7a451036,6,Both are the same
afaafb13-5a0f-11ec-be12-6ddef1dfb94e,4,They differ
400e7e4a-5799-11ec-8d04-d1df72eac86a,1,They differ
f279ecca-56a1-11ec-9441-c37355078901,6,Both are the same
ba8cca5f-588b-11ec-94d4-bdc44819cf39,1,They differ
b1e8190e-5582-11ec-8da5-ebe5b96dcd11,1,They differ
b1e8190e-5582-11ec-8da5-ebe5b96dcd11,1,They differ
c13dd63e-5581-11ec-9f5a-1b321fa6889a,7,Both are the same
2c26ae61-56e3-11ec-8b29-611a659557e7,2,I don't know
070d43dc-5358-11ec-b156-f9e78d797440,7,They differ
3489b4b7-579b-11ec-9c1f-b91e08f7074d,7,Both are the same
6bbb5233-5439-11ec-8f22-2f564bcf6498,8,They differ
2ab47a7c-5488-11ec-883f-43e60ed3e729,1,They differ
74ee48e6-569d-11ec-a230-6931bd38e82c,7,Both are the same
44485cb6-5ce2-11ec-8bff-072d06bc36a4,1,Both are the same
44485cb6-5ce2-11ec-8bff-072d06bc36a4,7,Both are the same
7315648b-5a83-11ec-965b-7f787b3ee302,2,I don't know
7315648b-5a83-11ec-965b-7f787b3ee302,2,They differ
ae50d6d6-5ab0-11ec-9026-9ba6cfeceb87,3,Both are the same
6b4d95cc-5c27-11ec-a1e4-515920406b02,2,I don't know
51ac3e06-56b3-11ec-ac20-8f763867610f,2,Both are the same
34ed1a26-55cd-11ec-b8c1-9fee725b2a83,7,They differ
34ed1a26-55cd-11ec-b8c1-9fee725b2a83,7,They differ
81ca03e0-58f3-11ec-b490-83416e3aceb1,8,They differ
ddea7664-558e-11ec-81da-d7b41cab0207,7,Both are the same
8bde8477-549c-11ec-ab9c-9324d44aa5ae,6,They differ
1461a036-59ee-11ec-9e0e-6395da95aeef,2,Both are the same
1461a036-59ee-11ec-9e0e-6395da95aeef,3,Both are the same
c2417e16-5ae2-11ec-9f01-5795ddc7e47a,7,I don't know
4407d0b0-5c98-11ec-a51d-3f02fd4a25ca,1,Both are the same
1b2580b8-5a02-11ec-93fe-095fffe30199,1,They differ
1b2580b8-5a02-11ec-93fe-095fffe30199,2,They differ
9cdb6160-52b7-11ec-a196-1b80fd2b4243,8,They differ
9cdb6160-52b7-11ec-a196-1b80fd2b4243,2,They differ
99174d8e-535f-11ec-b4c0-bba753916c8f,1,Both are the same
99174d8e-535f-11ec-b4c0-bba753916c8f,2,Both are the same
83ac426a-5b02-11ec-9d00-85f271b19823,2,They differ
76051aa4-54a1-11ec-bd4e-632dc28b8148,1,They differ
e48498ce-55d6-11ec-b589-bf9c89abc829,3,Both are the same
e48498ce-55d6-11ec-b589-bf9c89abc829,1,Both are the same
036e1260-57c2-11ec-9afb-c39dec8f5c74,2,Both are the same
38e255c4-53a2-11ec-9cc0-21ded82643c6,2,They differ
93f383a0-52a5-11ec-8969-552dc7f1e1ee,1,They differ
93f383a0-52a5-11ec-8969-552dc7f1e1ee,8,They differ
8cd9a87a-5916-11ec-94ff-a501915f7ed6,2,I don't know
282732f5-5a25-11ec-9e96-9d6a3913484a,2,They differ
282732f5-5a25-11ec-9e96-9d6a3913484a,4,I don't know
6ec95824-5418-11ec-89d4-b3e578555838,6,Both are the same
1f49711b-58e3-11ec-8b97-f19184be5b83,7,Both are the same
6aaabf3e-5a2c-11ec-92d1-915527554508,2,Both are the same
7768EF46-536C-11EC-882E-89EC9EA196D2,3,They differ
7768EF46-536C-11EC-882E-89EC9EA196D2,2,They differ
b43f8dc4-5297-11ec-bc8d-8f0478dc2eb9,2,They differ
ce7f2d5a-59d8-11ec-bd7e-25e1f7326e27,7,They differ
3a45e990-54fa-11ec-83e5-a9f57a89ffa8,8,They differ
47336794-52a7-11ec-aa0e-f37904286f91,8,They differ
47336794-52a7-11ec-aa0e-f37904286f91,1,They differ
ba41279b-5566-11ec-9d3c-d17183abd371,2,They differ
ba41279b-5566-11ec-9d3c-d17183abd371,1,They differ
9515d1ef-5ab8-11ec-b8a6-db66bb493b1e,7,Both are the same
9515d1ef-5ab8-11ec-b8a6-db66bb493b1e,2,Both are the same
9515d1ef-5ab8-11ec-b8a6-db66bb493b1e,7,Both are the same
36df2a71-5bc6-11ec-8891-2121c32abcd6,2,They differ
5da2725a-5428-11ec-9797-8fc3d441dda6,8,They differ
5da2725a-5428-11ec-9797-8fc3d441dda6,6,They differ
2b206c61-5891-11ec-9bbd-2da3ff574e54,2,They differ
029dd082-52e0-11ec-8299-577755ff010e,7,Both are the same
029dd082-52e0-11ec-8299-577755ff010e,1,Both are the same
